start_time,speed,age,gender
10-06 17:08:52,12.90,32,1
10-06 17:12:04,9.99,38,2
10-06 17:04:22,12.53,33,1
10-06 17:07:32,6.99,25,1
10-06 17:02:25,9.04,43,2
10-06 16:56:38,10.82,23,1
10-06 16:47:42,11.98,40,1
10-06 16:53:49,11.66,26,1
10-06 16:44:24,14.14,24,1
10-06 16:31:23,5.90,28,1
10-06 16:42:51,11.35,25,1
10-06 16:39:41,8.57,40,1
10-06 16:31:52,9.34,26,1
10-06 16:23:43,10.62,23,1
10-06 16:15:52,6.46,31,2
10-06 16:25:15,10.45,24,1
10-06 16:07:39,0.94,44,3
10-06 15:54:10,7.67,43,1
10-06 15:57:42,15.53,32,1
10-06 15:50:47,9.80,37,1
10-06 15:55:57,12.01,37,1
10-06 16:05:47,12.90,28,2
10-06 16:02:48,16.29,29,2
10-06 15:58:09,9.77,30,1
10-06 15:24:12,9.55,33,2
10-06 15:38:17,13.31,42,1
10-06 15:32:33,7.76,25,2
10-06 15:17:17,10.08,33,1
10-06 15:29:30,13.12,27,1
10-06 15:28:50,11.85,28,1
10-06 14:54:56,5.49,29,1
10-06 15:09:40,12.57,22,1
10-06 12:52:08,2.02,26,2
10-06 15:07:33,9.36,20,1
10-06 15:10:30,12.74,30,1
10-06 15:05:02,9.89,38,2
10-06 14:49:57,11.48,27,2
10-06 14:33:54,3.51,23,2
10-06 14:55:01,13.60,30,1
10-06 14:43:11,12.86,23,2
10-06 12:54:48,0.91,38,1
10-06 14:24:13,8.60,20,1
10-06 14:22:56,8.07,43,1
10-06 14:12:30,4.01,33,1
10-06 14:01:22,5.18,33,1
10-06 14:21:34,2.88,61,1
10-06 12:47:25,2.75,28,1
10-06 14:35:21,11.57,39,1
10-06 14:23:13,8.53,24,2
10-06 14:23:54,13.09,51,2
10-06 14:24:04,9.17,34,1
10-06 14:01:22,12.50,33,2
10-06 14:12:51,12.55,24,1
10-06 14:15:47,14.55,24,1
10-06 14:02:30,14.60,26,1
10-06 10:37:23,0.04,53,2
10-06 13:24:25,2.32,39,1
10-06 14:01:41,16.71,25,2
10-06 13:46:04,13.45,26,1
10-06 13:56:17,9.65,30,1
10-06 13:57:19,14.35,22,1
10-06 13:55:21,8.65,31,1
10-06 13:33:27,2.31,22,2
10-06 13:48:13,14.84,32,1
10-06 13:31:57,20.54,30,1
10-06 13:17:46,3.50,26,1
10-06 13:29:12,15.44,36,1
10-06 13:19:58,11.67,30,1
10-06 13:17:30,9.79,37,1
10-06 13:33:05,10.00,40,2
10-06 12:12:44,0.64,36,1
10-06 13:07:30,8.40,39,1
10-06 13:22:38,9.37,29,1
10-06 13:24:41,8.19,29,1
10-06 13:19:42,14.25,22,1
10-06 13:17:08,9.19,19,1
10-06 13:00:09,4.78,27,1
10-06 13:11:29,9.76,39,1
10-06 13:04:44,12.61,27,1
10-06 13:02:02,10.26,34,2
10-06 12:27:31,2.57,26,1
10-06 12:28:55,7.64,38,2
10-06 12:59:08,8.82,29,2
10-06 12:58:34,19.64,29,1
10-06 12:33:11,10.49,26,1
10-06 12:40:15,6.89,33,1
10-06 12:43:37,15.58,35,3
10-06 12:38:38,8.76,25,1
10-06 12:43:37,17.82,19,1
10-06 12:20:16,8.49,27,1
10-06 12:32:21,8.87,27,1
10-06 12:34:35,7.73,44,2
10-06 12:30:12,12.60,27,1
10-06 12:00:16,0.96,31,1
10-06 12:26:22,16.29,24,1
10-05 18:01:48,0.28,28,2
10-06 12:20:41,13.92,29,1
10-06 12:11:39,5.72,30,1
10-06 12:10:59,9.38,38,1
10-06 11:58:03,3.64,30,3
10-06 12:04:22,6.16,46,1
10-06 11:55:50,7.12,41,1
10-06 11:13:57,2.81,25,1
10-06 12:04:26,13.39,26,1
10-06 11:44:58,4.99,29,1
10-06 11:58:22,10.56,44,1
10-06 11:41:10,15.15,26,2
10-06 11:49:32,16.20,26,1
10-06 11:45:23,12.81,27,1
10-06 11:39:14,11.76,28,2
10-06 11:34:10,10.72,24,1
10-06 11:36:55,3.71,38,1
10-06 11:37:07,12.23,53,1
10-06 10:51:58,0.74,27,1
10-06 10:44:44,4.60,67,1
10-06 11:15:49,11.74,26,1
10-06 11:25:25,12.19,27,1
10-06 11:13:05,11.03,26,1
10-06 11:13:48,15.15,34,1
10-06 10:33:57,2.79,31,1
10-06 10:48:17,14.67,32,2
10-06 11:04:13,9.76,35,2
10-06 10:40:06,11.37,25,2
10-06 10:31:04,9.05,34,1
10-06 10:42:54,10.01,30,1
10-06 10:52:34,10.29,56,2
10-06 10:16:47,5.57,56,1
10-06 10:30:18,14.34,30,1
10-06 10:26:48,5.36,25,1
10-06 10:19:26,9.18,27,2
10-06 10:20:13,15.90,27,1
10-06 10:16:31,10.35,37,2
10-06 10:14:33,14.49,26,1
10-06 10:10:11,16.38,27,1
10-06 10:00:49,14.46,29,2
10-06 10:03:31,13.99,42,1
10-06 09:58:06,10.69,26,2
10-06 09:31:34,12.03,31,2
10-06 09:51:36,9.27,29,1
10-06 09:36:33,15.44,35,1
10-06 09:26:52,14.85,27,1
10-06 09:38:23,11.39,57,1
10-06 09:32:14,16.09,36,1
10-06 09:27:48,10.61,52,1
10-06 09:18:36,19.15,27,2
10-06 09:16:04,14.62,25,1
10-06 08:56:50,7.46,22,1
10-06 08:59:05,10.04,24,1
10-06 09:02:23,16.73,53,1
10-06 08:56:32,13.56,35,1
10-06 08:52:46,14.92,26,2
10-06 08:34:25,7.66,38,1
10-06 08:44:42,23.80,28,3
10-06 08:38:53,14.21,28,2
10-06 08:34:07,17.79,21,1
10-06 08:26:52,16.20,21,1
10-06 08:10:16,6.34,29,1
10-06 08:09:36,18.61,19,2
10-06 07:24:41,2.41,42,2
10-06 07:21:40,16.40,66,1
10-06 07:14:40,10.70,48,2
10-06 06:57:05,11.44,21,2
10-06 06:34:04,11.41,66,1
10-06 05:45:34,10.27,66,1
10-06 02:21:09,1.99,30,2
10-06 02:10:21,15.06,26,1
10-06 01:56:39,10.78,20,1
10-06 01:17:00,15.00,24,1
10-06 00:55:57,12.00,34,2
10-06 00:40:41,5.61,39,1
10-06 00:24:19,7.96,26,1
10-06 00:21:11,11.63,28,1
10-06 00:01:09,5.18,24,1
10-05 23:38:09,15.83,27,1
10-05 23:22:41,19.07,31,1
10-05 22:58:43,9.77,40,1
10-05 22:49:32,14.30,30,1
10-05 22:39:33,14.64,38,2
10-05 22:31:38,9.50,26,1
10-05 22:27:32,14.20,27,1
10-05 22:18:42,10.54,36,1
10-05 22:11:44,10.44,31,1
10-05 22:08:42,15.50,23,1
10-05 21:53:23,15.10,39,1
10-05 21:49:33,10.33,30,1
10-05 21:44:23,11.51,28,1
10-05 21:40:43,13.84,20,1
10-05 21:32:07,13.92,24,1
10-05 20:38:03,1.29,42,1
10-05 21:10:00,11.13,28,1
10-05 21:11:01,7.68,23,1
10-05 21:01:47,10.16,26,2
10-05 20:32:16,4.44,26,1
10-05 20:41:42,13.68,30,2
10-05 20:47:14,11.52,30,1
10-05 20:33:39,8.30,34,1
10-05 20:32:47,4.06,27,1
10-05 20:22:54,5.38,26,2
10-05 20:16:54,9.26,29,1
10-05 18:46:56,1.74,42,1
10-05 20:19:35,12.74,25,1
10-05 20:14:09,4.99,33,3
10-05 20:20:26,13.32,23,1
10-05 20:00:39,7.91,21,1
10-05 20:00:56,7.78,23,2
10-05 20:02:58,13.37,42,1
10-05 19:56:27,12.53,34,1
10-05 19:56:14,12.41,36,2
10-05 19:42:06,13.68,27,2
10-05 19:51:54,15.77,26,1
10-05 19:40:42,12.46,37,2
10-05 19:27:53,9.22,30,1
10-05 19:03:40,10.90,22,1
10-05 19:28:20,9.88,51,1
10-05 19:18:16,4.65,32,1
10-05 19:27:30,7.48,27,1
10-05 19:16:26,14.35,29,2
10-05 19:22:52,14.24,25,1
10-05 17:43:53,0.30,36,2
10-05 19:08:41,6.54,23,2
10-05 19:17:34,15.21,36,1
10-05 19:10:50,12.40,31,2
10-05 18:53:44,9.31,34,2
10-05 18:48:36,9.07,21,1
10-05 19:10:03,16.79,43,1
10-05 18:51:54,3.56,27,2
10-05 18:55:06,11.21,22,1
10-05 19:00:19,5.26,21,2
10-05 18:52:48,11.44,24,1
10-05 18:37:51,6.17,25,2
10-05 18:49:43,13.46,37,1
10-05 18:51:35,12.40,19,1
10-05 18:45:30,8.33,24,1
10-05 18:36:39,10.43,31,1
10-05 18:44:05,21.67,37,1
10-05 18:42:18,15.68,27,1
10-05 18:34:56,13.65,34,1
10-05 18:37:01,10.97,23,1
10-05 18:24:44,11.99,37,1
10-05 18:33:14,16.83,33,1
10-05 18:26:13,11.63,31,2
10-05 18:18:17,12.21,26,1
10-05 18:27:33,19.53,27,1
10-05 18:27:46,17.47,33,2
10-05 18:14:35,3.83,30,1
10-05 18:22:40,12.99,31,1
10-05 18:17:03,16.53,22,1
10-05 18:13:37,9.72,34,1
10-05 18:07:42,8.98,25,2
10-05 18:11:25,17.72,33,1
10-05 18:16:29,12.00,33,1
10-05 17:56:19,9.97,31,1
10-05 18:15:34,12.52,42,3
10-05 18:05:08,11.20,28,2
10-05 17:53:32,9.43,31,2
10-05 18:05:24,11.19,26,1
10-05 17:53:40,10.60,29,2
10-05 17:35:12,9.97,36,1
10-05 18:03:44,15.08,23,1
10-05 18:01:00,5.32,31,2
10-05 17:59:44,19.52,35,1
10-05 17:58:27,15.98,30,1
10-05 17:53:48,18.22,43,1
10-05 17:57:15,13.35,28,2
10-05 17:43:34,10.63,34,1
10-05 17:52:21,8.11,24,1
10-05 17:46:39,11.12,39,1
10-05 17:45:45,10.70,42,1
10-05 17:44:32,13.49,32,2
10-05 17:39:20,8.41,49,1
10-05 17:44:17,10.80,22,2
10-05 17:49:06,14.81,59,1
10-05 17:37:30,13.54,27,1
10-05 17:44:52,12.05,35,1
10-05 17:42:02,16.42,34,2
10-05 17:41:29,10.77,27,1
10-05 17:40:29,12.33,34,1
10-05 17:34:23,12.25,26,1
10-05 17:11:06,9.33,24,1
10-05 17:34:03,19.69,31,1
10-05 17:30:31,8.89,41,2
10-05 17:16:52,11.25,31,2
10-05 17:20:15,14.05,28,1
10-05 17:26:43,14.64,43,1
10-05 17:13:26,10.93,61,1
10-05 17:20:50,8.17,32,2
10-05 17:25:00,12.52,27,2
10-05 17:21:05,10.75,34,1
10-05 17:26:41,24.21,44,1
10-05 17:19:47,12.32,48,1
10-05 17:22:31,16.40,27,1
10-05 17:22:18,9.28,27,2
10-05 17:10:53,17.80,29,1
10-05 17:01:34,11.60,31,1
10-05 17:16:01,20.32,44,1
10-05 17:12:19,14.32,31,1
10-05 17:16:19,15.20,25,1
10-05 17:13:21,15.19,33,1
10-05 17:07:39,4.79,22,2
10-05 17:12:00,8.47,40,1
10-05 17:06:55,3.75,57,1
10-05 17:14:39,6.76,25,1
10-05 17:07:27,10.60,35,1
10-05 16:51:09,7.69,30,1
10-05 17:03:27,15.14,30,1
10-05 17:08:48,11.91,32,1
10-05 16:54:47,15.86,34,1
10-05 17:03:13,21.93,30,1
10-05 17:05:56,15.54,52,1
10-05 17:04:59,16.63,36,1
10-05 16:57:46,14.76,40,1
10-05 17:04:36,10.23,35,1
10-05 16:58:24,9.93,30,2
10-05 16:59:53,23.69,28,3
10-05 16:54:15,12.69,33,1
10-05 16:56:04,15.69,29,1
10-05 16:45:39,5.62,19,2
10-05 16:46:36,7.85,56,2
10-05 15:01:21,0.54,30,2
10-05 16:35:41,10.84,52,1
10-05 16:41:16,4.60,23,2
10-05 16:21:57,14.52,29,1
10-05 16:43:44,15.03,46,2
10-05 16:37:15,15.78,36,2
10-05 16:38:09,9.13,56,1
10-05 16:23:36,16.35,30,1
10-05 16:25:39,14.51,30,1
10-05 16:19:09,6.31,26,2
10-05 16:27:53,7.50,25,1
10-05 16:35:24,5.90,47,1
10-05 16:27:30,16.70,36,1
10-05 15:53:18,3.77,38,3
10-05 16:30:33,14.37,33,1
10-05 16:18:42,12.51,34,1
10-05 16:12:05,11.38,19,1
10-05 16:20:58,11.01,38,1
10-05 16:13:22,14.22,29,1
10-05 16:19:05,13.91,38,2
10-05 16:16:42,22.53,47,1
10-05 16:10:03,8.67,35,1
10-05 16:07:26,14.21,24,2
10-05 16:04:18,9.19,31,1
10-05 16:03:24,14.80,42,1
10-05 16:03:38,17.74,33,1
10-05 15:56:09,9.91,39,2
10-05 15:56:03,12.13,30,1
10-05 15:45:18,12.24,30,2
10-05 15:55:06,8.13,50,1
10-05 15:51:28,14.18,30,1
10-05 15:47:53,7.46,48,1
10-05 15:41:48,13.84,41,1
10-05 15:33:35,7.37,27,1
10-05 15:32:58,5.80,41,2
10-05 15:34:00,9.56,33,1
10-05 15:33:17,16.15,44,2
10-05 15:18:28,14.66,37,2
10-05 15:29:44,20.44,30,1
10-05 14:42:29,1.26,47,2
10-05 15:21:33,13.88,29,2
10-05 15:19:24,12.62,40,1
10-05 15:04:20,7.50,41,1
10-05 15:05:17,14.98,32,1
10-05 14:51:18,7.33,67,1
10-05 14:59:35,13.06,28,2
10-05 14:50:40,6.10,23,1
10-05 14:39:16,14.82,30,2
10-05 14:41:48,12.90,23,2
10-05 14:38:15,5.98,25,1
10-05 14:37:27,15.74,31,1
10-05 14:39:45,12.73,36,1
10-05 14:25:30,14.15,24,2
10-05 14:24:27,14.45,31,1
10-05 14:20:03,17.45,29,1
10-05 13:34:06,1.12,26,1
10-05 14:10:23,16.61,53,1
10-05 14:07:27,14.09,48,1
10-05 13:58:16,12.25,33,1
10-05 13:58:11,17.46,35,1
10-05 13:50:20,8.90,41,2
10-05 13:50:44,17.28,42,1
10-05 13:16:27,7.21,32,1
10-05 13:39:37,11.80,24,1
10-05 11:54:24,0.25,30,2
10-05 13:29:12,11.83,24,1
10-05 13:23:54,12.95,23,1
10-05 13:25:33,14.74,22,1
10-05 13:14:53,13.59,43,2
10-05 13:01:04,10.60,35,1
10-05 13:15:13,11.20,28,1
10-05 13:06:18,9.96,34,2
10-05 13:00:13,20.40,29,1
10-05 13:07:08,17.67,20,1
10-05 12:58:44,12.17,22,2
10-05 12:57:24,8.39,26,1
10-05 12:49:02,11.67,41,1
10-05 12:44:21,10.35,24,1
10-05 12:47:17,12.45,33,1
10-05 12:38:51,15.47,36,2
10-05 12:33:12,12.55,30,1
10-05 12:21:41,19.00,31,1
10-05 12:22:59,10.52,36,1
10-05 12:24:25,8.92,47,1
10-05 12:19:44,17.46,31,1
10-05 12:20:09,18.45,60,1
10-05 12:17:23,12.76,40,2
10-05 12:07:34,10.63,50,1
10-05 12:03:21,6.67,51,1
10-05 12:04:34,11.20,32,1
10-05 11:48:39,16.83,30,2
10-05 11:37:55,2.10,24,1
10-05 11:55:11,17.08,35,1
10-05 11:29:33,15.38,51,2
10-05 11:40:43,13.83,43,1
10-05 11:40:39,14.42,54,1
10-05 11:33:14,16.27,32,1
10-05 11:23:15,20.66,30,1
10-05 11:21:05,9.33,28,2
10-05 11:25:00,13.16,34,1
10-05 11:20:40,14.99,40,1
10-05 11:19:04,15.45,55,1
10-05 11:00:19,17.48,26,1
10-05 11:01:42,9.91,23,2
10-05 10:24:19,1.25,32,2
10-05 11:01:22,8.88,28,2
10-05 10:48:54,16.73,26,1
10-05 10:54:03,6.16,26,1
10-05 10:44:36,17.89,61,1
10-05 10:40:11,11.94,32,1
10-05 10:39:28,9.69,28,2
10-05 10:33:11,9.48,25,1
10-05 10:21:51,9.70,26,2
10-05 10:24:48,17.09,48,1
10-05 10:16:56,3.18,40,1
10-05 10:07:30,8.03,35,1
10-05 10:01:07,9.87,51,2
10-05 10:08:25,13.85,34,1
10-05 10:08:15,11.24,28,1
10-05 10:03:17,16.30,28,2
10-05 10:05:25,10.96,50,1
10-05 10:03:08,17.25,28,1
10-05 09:10:49,2.03,53,1
10-05 09:56:09,10.59,48,2
10-05 09:57:20,12.68,26,1
10-05 09:53:51,13.82,43,1
10-05 09:40:57,10.99,24,1
10-05 09:50:53,22.19,41,1
10-05 09:51:15,11.49,38,1
10-05 09:33:17,12.89,31,1
10-05 09:42:52,9.85,58,1
10-05 09:42:02,14.99,30,1
10-05 09:44:34,15.86,38,1
10-05 09:34:10,9.38,27,2
10-05 09:41:23,10.95,58,1
10-05 09:27:55,17.76,26,1
10-05 09:31:32,9.61,32,2
10-05 09:35:43,12.42,32,2
10-05 09:31:57,24.01,23,1
10-05 09:16:55,10.90,28,1
10-05 09:25:27,13.93,31,1
10-05 09:25:23,10.32,33,2
10-05 09:09:48,15.92,45,1
10-05 09:29:30,9.82,26,2
10-05 09:26:09,14.53,27,1
10-05 09:25:57,18.70,27,1
10-05 09:25:29,11.21,31,1
10-05 09:13:24,11.10,27,2
10-05 09:08:40,10.15,35,2
10-05 09:18:08,16.52,46,1
10-05 09:19:27,6.03,60,1
10-05 09:13:39,23.40,44,1
10-05 09:07:29,7.09,31,1
10-05 09:16:22,10.98,35,1
10-05 09:14:12,7.93,26,2
10-05 09:16:32,16.87,34,1
10-05 09:13:18,9.21,31,1
10-05 09:12:04,18.50,26,1
10-05 09:07:06,14.45,53,2
10-05 09:12:46,20.22,37,2
10-05 08:57:07,12.40,25,2
10-05 09:06:46,9.87,56,2
10-05 09:01:52,10.12,34,1
10-05 09:08:45,14.72,51,1
10-05 08:46:02,13.09,34,2
10-05 09:05:08,3.80,27,1
10-05 08:56:35,12.97,29,1
10-05 08:56:11,12.69,35,1
10-05 08:58:13,13.17,35,1
10-05 08:57:16,18.50,34,2
10-05 08:57:43,21.11,31,1
10-05 09:02:34,15.97,28,1
10-05 08:51:24,15.87,30,1
10-05 08:57:23,8.42,27,2
10-05 08:53:38,12.45,22,2
10-05 08:55:24,17.94,37,1
10-05 08:50:34,15.91,27,1
10-05 08:37:28,6.58,46,2
10-05 08:48:33,11.22,26,1
10-05 08:49:06,17.97,45,1
10-05 08:46:05,8.46,25,1
10-05 08:38:25,19.94,27,1
10-05 08:34:12,13.90,33,1
10-05 08:44:57,15.72,35,1
10-05 08:42:35,16.08,24,1
10-05 08:35:26,15.55,35,1
10-05 08:45:45,17.58,28,1
10-05 08:36:04,11.59,25,1
10-05 08:34:44,6.47,43,1
10-05 08:37:49,9.28,32,1
10-05 08:33:58,20.43,36,1
10-05 08:26:30,12.77,27,2
10-05 08:36:51,13.43,44,1
10-05 08:32:40,11.86,46,1
10-05 08:34:24,18.05,26,1
10-05 08:36:40,16.44,30,1
10-05 08:27:05,10.86,27,1
10-05 08:32:58,14.42,32,2
10-05 08:32:35,24.89,44,1
10-05 08:33:22,13.47,40,2
10-05 08:26:33,12.56,31,2
10-05 08:03:48,7.80,31,1
10-05 08:16:40,15.28,29,1
10-05 08:24:35,22.34,22,2
10-05 08:20:32,11.02,60,1
10-05 08:26:14,22.65,35,1
10-05 08:23:28,8.64,27,1
10-05 08:21:12,15.31,45,1
10-05 08:10:07,18.58,26,2
10-05 08:00:26,12.32,42,2
10-05 08:00:19,15.78,56,1
10-05 08:11:06,13.22,26,2
10-05 07:22:32,2.83,40,1
10-05 08:17:48,13.79,42,3
10-05 08:15:06,14.54,36,1
10-05 08:11:06,23.08,45,1
10-05 08:04:51,13.01,38,1
10-05 08:10:02,24.89,35,1
10-05 08:08:56,13.21,33,1
10-05 08:03:30,22.63,28,1
10-05 08:02:30,19.06,22,1
10-05 07:49:11,6.94,32,1
10-05 08:00:08,10.49,29,2
10-05 07:54:34,13.66,59,1
10-05 07:50:38,17.47,24,2
10-05 07:56:18,14.00,35,1
10-05 07:58:25,23.73,27,1
10-05 07:48:21,5.79,31,2
10-05 07:29:39,8.99,34,1
10-05 07:44:54,11.79,26,1
10-05 07:46:38,10.20,41,1
10-05 07:37:18,22.67,39,1
10-05 07:31:06,16.79,24,1
10-05 07:30:03,17.36,33,1
10-05 07:34:30,12.97,35,3
10-05 07:30:21,11.04,31,2
10-05 07:22:55,13.69,27,1
10-05 07:28:38,16.18,26,1
10-05 07:30:20,10.83,33,1
10-05 07:25:29,26.53,34,1
10-05 07:08:04,22.03,57,2
10-05 07:07:04,17.38,29,2
10-05 07:09:02,13.11,33,1
10-05 07:07:19,12.66,26,1
10-05 06:59:08,13.85,34,2
10-05 06:53:54,15.61,31,1
10-05 06:47:53,8.82,30,1
10-05 06:36:24,12.89,50,1
10-05 06:45:43,13.58,36,2
10-05 06:31:50,16.93,30,1
10-05 06:39:17,11.70,56,1
10-05 06:27:56,9.98,27,1
10-05 06:14:06,15.02,44,1
10-05 06:10:27,13.77,29,1
10-05 05:58:23,20.69,37,1
10-05 05:36:47,8.69,26,1
10-05 05:16:09,13.06,20,2
10-05 02:21:34,14.12,27,1
10-05 01:32:27,14.83,22,1
10-05 01:03:33,19.15,22,1
10-05 00:20:35,11.32,21,1
10-05 00:09:34,9.94,30,1
10-04 23:48:07,10.11,29,1
10-04 23:09:37,10.70,22,1
10-04 23:02:47,16.23,37,1
10-04 22:20:09,3.80,46,1
10-04 22:37:53,15.11,27,1
10-04 22:27:01,9.60,37,2
10-04 22:05:49,8.90,21,1
10-04 22:19:23,12.27,50,2
10-04 22:10:20,12.82,21,1
10-04 22:01:09,17.54,27,1
10-04 21:59:06,13.38,29,1
10-04 21:50:35,8.05,22,2
10-04 21:41:10,8.92,32,1
10-04 21:37:15,10.88,49,2
10-04 21:29:48,15.66,29,1
10-04 21:22:16,17.04,31,1
10-04 21:20:02,11.56,23,1
10-04 21:22:21,7.58,30,1
10-04 21:15:13,14.00,39,1
10-04 21:17:14,10.72,26,1
10-04 20:54:14,7.40,23,2
10-04 20:58:30,9.59,28,1
10-04 21:01:15,14.75,45,1
10-04 20:54:41,13.08,37,2
10-04 20:51:19,12.90,25,1
10-04 20:46:14,13.22,31,1
10-04 20:34:52,11.06,34,1
10-04 20:43:38,12.92,30,2
10-04 20:36:49,14.07,31,2
10-04 14:17:07,0.12,35,2
10-04 20:35:04,17.08,36,1
10-04 20:24:08,13.43,30,1
10-04 20:23:26,12.70,19,1
10-04 20:12:00,11.32,53,2
10-04 20:05:38,12.37,60,1
10-04 20:04:21,11.67,25,2
10-04 20:11:16,11.62,32,1
10-04 20:04:08,7.22,31,1
10-04 20:03:12,17.21,34,2
10-04 19:58:42,12.88,33,1
10-04 19:53:10,17.68,31,1
10-04 19:51:23,11.89,33,1
10-04 19:49:31,9.84,25,2
10-04 19:53:12,21.16,37,1
10-04 19:31:31,12.40,45,1
10-04 19:39:16,12.83,32,1
10-04 19:22:06,4.21,25,1
10-04 19:32:40,14.16,29,2
10-04 19:36:52,21.83,36,1
10-04 19:33:36,19.98,36,1
10-04 19:29:43,21.40,58,1
10-04 19:27:03,11.75,35,1
10-04 19:19:33,7.88,25,1
10-04 19:15:01,12.52,55,1
10-04 19:22:36,16.53,27,2
10-04 19:18:48,7.20,30,2
10-04 19:17:24,15.67,31,1
10-04 19:12:02,11.30,32,2
10-04 19:07:49,10.06,34,1
10-04 19:10:23,14.68,31,1
10-04 19:02:22,14.57,38,1
10-04 19:02:05,13.41,36,1
10-04 19:06:17,14.49,24,2
10-04 18:54:41,13.11,32,1
10-04 18:59:44,13.34,33,1
10-04 18:49:50,9.55,36,3
10-04 18:55:58,21.83,36,1
10-04 18:57:06,8.62,56,2
10-04 18:46:48,12.91,47,1
10-04 18:52:34,15.26,28,1
10-04 18:40:45,11.99,27,2
10-04 18:50:53,10.31,33,1
10-04 18:47:09,11.56,31,1
10-04 18:44:12,13.78,25,1
10-04 18:38:06,8.42,52,1
10-04 18:40:54,14.12,31,1
10-04 18:41:40,11.52,24,2
10-04 18:42:13,25.21,32,1
10-04 18:40:21,16.75,32,1
10-04 18:34:36,5.51,20,1
10-04 18:32:10,13.42,29,2
10-04 18:15:48,11.28,33,1
10-04 18:32:00,16.45,29,1
10-04 18:10:58,7.89,31,1
10-04 18:30:11,9.38,29,1
10-04 18:15:56,13.35,34,1
10-04 18:30:42,14.21,37,1
10-04 18:29:14,15.73,30,1
10-04 18:24:55,11.67,55,1
10-04 18:19:07,5.49,28,1
10-04 18:22:46,15.10,40,1
10-04 18:25:25,21.47,28,1
10-04 18:20:14,12.66,30,1
10-04 18:21:01,10.08,36,3
10-04 18:17:05,13.99,26,1
10-04 18:17:58,15.09,29,1
10-04 18:07:59,5.39,33,1
10-04 18:13:04,16.03,39,1
10-04 18:10:29,12.07,24,1
10-04 18:10:56,7.78,23,1
10-04 18:11:18,14.72,29,2
10-04 18:04:23,9.82,27,1
10-04 17:56:06,15.84,28,2
10-04 18:09:10,20.41,30,1
10-04 17:34:43,2.89,33,1
10-04 17:58:58,9.66,24,2
10-04 18:02:04,18.86,33,1
10-04 18:00:56,14.93,40,1
10-04 17:51:28,11.54,23,2
10-04 17:38:10,9.20,21,2
10-04 17:54:22,17.12,25,2
10-04 17:55:13,10.06,25,1
10-04 17:54:05,12.00,27,1
10-04 17:55:06,8.36,19,1
10-04 17:52:47,12.11,29,1
10-04 17:44:25,9.92,45,1
10-04 17:45:02,7.94,38,1
10-04 17:45:57,13.21,55,2
10-04 17:41:48,13.62,26,1
10-04 17:45:47,10.67,26,1
10-04 17:40:22,9.08,47,2
10-04 17:46:03,13.40,41,1
10-04 17:34:16,9.87,30,1
10-04 17:37:18,9.54,30,1
10-04 17:33:36,11.50,34,1
10-04 17:32:31,13.10,32,1
10-04 17:37:06,9.00,26,1
10-04 17:42:52,15.40,49,1
10-04 17:40:12,7.35,42,3
10-04 17:30:20,13.12,38,2
10-04 17:39:07,9.08,34,1
10-04 17:22:24,18.13,52,1
10-04 17:33:51,15.55,43,1
10-04 17:38:17,17.24,30,1
10-04 17:27:11,9.80,33,2
10-04 17:20:33,16.98,29,1
10-04 17:28:59,3.73,23,1
10-04 17:30:26,11.54,56,1
10-04 17:27:11,18.26,27,1
10-04 17:28:41,12.36,31,1
10-04 17:20:09,10.89,36,1
10-04 17:23:42,15.10,36,1
10-04 17:16:02,11.54,25,1
10-04 17:08:12,9.37,21,2
10-04 17:20:53,13.01,44,2
10-04 17:21:10,12.77,24,2
10-04 17:23:01,7.96,50,2
10-04 17:13:10,20.84,23,1
10-04 15:32:50,0.76,25,1
10-04 17:13:16,14.09,27,1
10-04 17:13:23,8.06,41,2
10-04 17:16:30,12.58,29,2
10-04 17:13:13,7.02,30,2
10-04 17:11:31,9.62,36,2
10-04 17:07:26,12.47,38,2
10-04 17:06:05,9.05,46,1
10-04 17:06:27,7.85,32,1
10-04 17:06:59,11.60,25,2
10-04 17:12:44,13.95,34,2
10-04 17:12:30,19.61,41,1
10-04 17:06:44,11.18,36,2
10-04 17:09:43,20.11,38,1
10-04 17:02:03,10.49,22,1
10-04 17:09:23,12.10,41,1
10-04 17:03:01,11.58,47,1
10-04 17:04:07,9.71,41,3
10-04 16:56:07,2.38,29,1
10-04 17:00:27,14.02,62,1
10-04 16:54:33,11.29,60,1
10-04 16:42:35,11.53,36,2
10-04 16:48:16,8.48,26,1
10-04 16:50:40,12.10,53,1
10-04 16:49:22,14.42,37,1
10-04 16:46:02,10.07,33,1
10-04 16:49:07,12.00,39,1
10-04 16:38:00,12.23,21,1
10-04 16:40:05,11.93,23,2
10-04 16:47:28,10.10,43,1
10-04 16:45:30,12.58,41,1
10-04 16:36:52,8.77,33,1
10-04 16:43:16,13.50,33,1
10-04 16:43:11,14.62,39,1
10-04 12:31:20,1.20,27,1
10-04 16:29:48,9.78,29,2
10-04 16:16:34,12.05,23,2
10-04 16:33:43,22.22,36,1
10-04 16:31:17,17.53,23,1
10-04 16:23:49,10.58,33,1
10-04 16:27:26,11.48,36,2
10-04 16:23:29,8.10,43,1
10-04 16:19:24,11.05,39,1
10-04 16:18:11,16.10,27,2
10-04 16:15:58,14.14,34,2
10-04 16:03:32,15.54,21,1
10-04 15:36:22,1.36,39,1
10-04 16:11:24,14.47,60,1
10-04 16:11:02,15.51,47,1
