start_time,speed,age,gender
04-29 09:34:57,6.12,34,1
04-29 09:37:54,19.32,34,1
04-29 09:33:05,18.66,44,1
04-29 09:11:55,12.24,30,1
04-29 08:46:22,11.21,30,1
04-29 09:01:00,12.18,71,1
04-29 08:53:39,16.51,47,1
04-29 08:36:56,6.72,37,1
04-29 08:34:40,8.46,45,1
04-29 08:11:08,11.51,27,2
04-29 07:59:28,12.77,37,1
04-29 07:25:02,20.95,41,1
04-29 06:46:27,16.03,41,1
04-29 03:32:42,9.10,24,1
04-29 01:52:27,7.78,19,1
04-29 01:27:06,14.41,24,2
04-29 00:55:07,14.88,27,2
04-29 00:16:48,11.40,25,1
04-28 23:57:37,21.43,26,1
04-28 23:30:50,6.15,42,1
04-28 23:27:43,14.88,49,1
04-28 23:18:53,13.06,28,1
04-28 23:00:27,9.99,25,1
04-28 22:48:42,13.37,50,1
04-28 22:37:08,14.01,23,1
04-28 22:22:04,13.95,31,1
04-28 22:16:57,18.28,49,1
04-28 21:57:29,9.53,24,1
04-28 21:47:10,8.73,28,1
04-28 21:36:10,17.02,31,2
04-28 21:35:05,10.57,32,1
04-28 21:24:19,14.57,31,1
04-28 21:18:11,17.75,26,1
04-28 21:10:07,11.97,28,1
04-28 20:50:22,10.00,26,1
04-28 20:47:13,6.60,31,1
04-28 20:45:53,16.17,28,2
04-28 20:38:53,12.76,26,1
04-28 20:08:30,4.12,20,1
04-28 20:15:41,12.51,42,1
04-28 20:19:09,10.25,40,1
04-28 20:14:24,13.50,26,1
04-28 20:07:06,18.73,29,1
04-28 19:56:25,20.84,31,1
04-28 19:47:05,11.06,28,1
04-28 19:37:34,13.84,27,3
04-28 19:22:46,4.68,49,1
04-28 19:12:57,11.19,29,1
04-28 18:03:40,0.57,41,1
04-28 19:07:36,10.16,27,1
04-28 19:14:15,13.83,26,2
04-28 19:04:42,10.86,23,1
04-28 18:47:16,5.88,21,2
04-28 18:40:34,5.03,23,1
04-28 18:52:56,6.95,50,1
04-28 18:45:33,9.72,33,1
04-28 18:28:44,15.76,33,1
04-28 18:46:10,5.39,45,1
04-28 18:17:50,6.19,23,1
04-28 18:32:55,4.29,36,1
04-28 18:31:52,11.16,47,1
04-28 18:31:26,14.36,43,1
04-28 18:24:46,10.34,30,2
04-28 18:22:23,9.94,25,1
04-28 18:20:28,13.82,29,2
04-28 17:42:11,2.02,26,1
04-28 18:07:22,24.94,44,1
04-28 18:10:45,11.57,26,2
04-28 17:46:53,8.54,59,1
04-28 17:53:57,13.41,43,2
04-28 17:56:59,15.56,35,1
04-28 17:16:32,1.94,25,2
04-28 17:37:01,11.94,31,2
04-28 17:31:01,9.45,21,1
04-28 17:43:34,24.52,32,1
04-28 17:38:10,12.63,37,1
04-28 17:37:18,11.95,39,1
04-28 17:20:42,16.76,58,1
04-28 17:19:17,1.30,33,1
04-28 17:24:59,10.56,53,3
04-28 17:23:35,14.22,52,2
04-28 17:19:38,14.11,38,2
04-28 17:12:42,17.52,32,1
04-28 17:05:32,8.67,47,1
04-28 17:01:55,14.27,26,2
04-28 16:59:35,15.88,37,1
04-28 16:54:20,12.25,25,1
04-28 16:57:13,12.92,30,1
04-28 16:49:25,13.10,31,1
04-28 16:41:56,10.26,56,2
04-28 16:37:40,10.85,27,1
04-28 16:37:43,13.66,50,1
04-28 16:35:19,10.07,54,1
04-28 16:19:55,5.73,27,1
04-28 16:01:25,6.18,30,1
04-28 16:17:25,12.05,36,1
04-28 15:58:14,3.37,20,2
04-28 16:02:38,1.95,19,2
04-28 15:55:51,3.31,26,2
04-28 16:02:15,7.45,24,2
04-28 15:51:09,15.85,27,1
04-28 15:50:51,9.39,46,1
04-28 15:52:22,10.40,44,2
04-28 15:41:41,8.84,31,2
04-28 15:46:46,12.13,23,2
04-28 15:33:52,5.35,34,1
04-28 15:26:45,17.80,37,1
04-28 15:29:06,20.49,27,1
04-28 14:55:50,10.83,53,2
04-28 15:20:23,10.46,28,2
04-28 15:09:22,6.50,38,1
04-28 15:02:08,5.26,36,1
04-28 14:50:13,13.17,31,2
04-28 15:00:48,10.66,42,1
04-28 14:49:29,5.78,27,2
04-28 14:32:04,1.43,30,1
04-28 14:44:44,10.11,31,1
04-28 14:41:41,5.75,24,1
04-28 14:30:45,20.38,45,1
04-28 14:20:21,9.59,43,2
04-28 14:20:32,9.92,32,2
04-28 14:25:04,13.29,32,1
04-28 14:16:12,13.66,45,1
04-28 14:11:59,11.32,27,1
04-28 14:09:28,18.18,24,1
04-28 14:01:58,16.41,31,1
04-28 13:45:02,9.24,37,1
04-28 13:40:15,11.59,71,1
04-28 13:51:16,8.63,41,1
04-28 13:47:48,7.95,21,2
04-28 13:41:49,8.10,48,1
04-28 13:18:05,14.98,38,1
04-28 13:31:00,11.36,48,2
04-28 13:34:27,11.98,25,1
04-28 12:55:52,1.82,44,1
04-28 13:23:51,26.38,30,1
04-28 13:18:40,15.45,34,1
04-28 13:01:01,11.20,31,2
04-28 13:05:12,16.51,58,1
04-28 12:49:46,25.31,40,1
04-28 12:27:27,14.12,32,1
04-28 12:21:54,13.02,29,1
04-28 12:19:55,8.55,26,1
04-28 12:13:57,10.53,41,2
04-28 12:13:37,20.13,32,1
04-28 12:10:03,11.50,23,1
04-28 12:06:49,13.19,25,1
04-28 12:01:50,11.79,30,1
04-28 11:49:00,9.78,32,2
04-28 11:51:18,19.65,32,1
04-28 10:49:27,0.91,34,1
04-28 09:12:59,2.63,29,1
04-28 11:32:42,14.31,32,1
04-28 11:31:50,9.86,32,2
04-28 11:24:16,12.92,35,1
04-28 11:24:45,12.26,53,1
04-28 10:55:47,4.34,32,1
04-28 10:56:33,6.53,26,1
04-28 11:05:47,13.49,35,1
04-28 11:03:50,7.52,41,1
04-28 10:56:27,11.02,53,1
04-28 10:46:32,20.15,31,2
04-28 10:49:31,17.59,32,2
04-28 10:44:55,9.70,25,1
04-28 10:40:27,10.84,23,2
04-28 10:30:04,16.03,59,1
04-28 10:27:39,11.25,42,1
04-28 10:07:42,8.80,37,1
04-28 10:00:27,5.64,22,1
04-28 09:55:39,11.46,33,1
04-28 09:55:18,11.86,30,2
04-28 09:54:22,2.15,49,1
04-28 09:39:45,4.37,56,2
04-28 09:46:52,13.19,37,1
04-28 09:39:12,9.73,31,1
04-28 09:41:17,13.13,45,1
04-28 09:26:11,14.88,40,1
04-28 09:32:58,20.52,47,2
04-28 09:19:56,18.08,36,1
04-28 09:11:24,6.69,34,2
04-28 09:09:44,19.88,23,1
04-28 09:00:05,19.50,39,2
04-28 08:57:42,13.53,51,1
04-28 08:47:50,10.92,32,1
04-28 08:43:18,10.44,29,1
04-28 08:29:41,10.77,55,1
04-28 08:16:04,5.46,56,2
04-28 08:17:09,20.95,25,1
04-28 07:55:11,10.68,39,1
04-28 07:45:33,17.40,44,1
04-28 07:18:03,10.42,30,1
04-28 02:58:57,9.65,47,1
04-28 02:17:04,16.76,20,1
04-28 01:45:11,8.39,33,1
04-28 00:54:02,14.03,24,1
04-28 00:29:37,14.12,38,1
04-28 00:07:30,15.07,23,1
04-27 23:51:23,14.82,25,1
04-27 23:52:04,6.61,42,1
04-27 23:45:04,14.75,28,1
04-27 23:21:24,9.10,24,1
04-27 22:56:01,8.78,47,1
04-27 22:57:30,20.47,32,1
04-27 22:35:57,8.65,31,1
04-27 22:27:40,12.94,33,1
04-27 22:19:20,12.14,59,1
04-27 22:07:36,8.91,28,2
04-27 22:08:19,21.13,30,1
04-27 21:49:08,10.89,25,1
04-27 21:44:41,11.90,26,1
04-27 21:40:11,13.89,39,1
04-27 21:29:36,7.11,28,2
04-27 21:21:06,13.98,30,1
04-27 21:20:54,13.46,28,2
04-27 21:06:26,8.02,41,2
04-27 20:56:16,12.09,33,1
04-27 20:58:13,10.20,32,1
04-27 20:55:54,14.12,30,1
04-27 20:24:40,6.09,39,2
04-27 20:36:57,15.36,33,1
04-27 20:35:08,14.30,38,1
04-27 20:07:11,6.17,25,2
04-27 20:23:02,13.13,35,1
04-27 20:11:49,13.85,31,1
04-27 20:11:59,18.87,24,1
04-27 19:52:44,7.00,33,2
04-27 20:00:27,10.68,24,1
04-27 19:57:45,13.86,33,1
04-27 19:41:22,12.81,34,1
04-27 19:15:07,3.75,29,1
04-27 19:26:21,15.13,31,1
04-27 19:28:30,12.64,38,1
04-27 19:37:44,14.65,34,2
04-27 19:28:27,11.24,35,2
04-27 19:20:58,12.51,31,1
04-27 19:10:21,15.23,33,1
04-27 19:13:55,14.38,30,1
04-27 19:08:27,10.65,37,2
04-27 18:48:13,11.03,27,1
04-27 19:12:00,16.80,39,2
04-27 19:04:14,6.68,31,1
04-27 19:05:48,10.42,59,1
04-27 19:05:01,18.39,50,1
04-27 19:02:51,14.56,32,1
04-27 19:02:56,15.99,27,1
04-27 18:30:27,6.70,27,2
04-27 18:47:52,8.49,29,1
04-27 18:46:10,14.45,31,1
04-27 18:51:47,7.75,26,2
04-27 18:41:14,11.22,32,2
04-27 18:35:26,11.79,31,2
04-27 18:42:30,7.48,27,2
04-27 18:07:25,5.99,50,2
04-27 18:33:09,15.13,48,1
04-27 18:38:16,9.47,31,1
04-27 18:28:34,8.93,41,2
04-27 18:24:10,11.50,53,1
04-27 18:19:04,13.70,32,1
04-27 18:25:49,14.11,37,2
04-27 18:24:54,12.76,40,1
04-27 18:27:35,11.13,25,1
04-27 18:16:21,9.21,21,1
04-27 18:10:26,20.11,31,1
04-27 18:16:47,11.75,64,1
04-27 18:11:35,6.81,31,3
04-27 18:13:31,10.33,37,1
04-27 18:15:26,11.21,28,1
04-27 18:08:04,23.12,27,2
04-27 18:10:01,11.79,35,1
04-27 18:06:25,9.95,26,1
04-27 17:55:25,16.57,26,1
04-27 18:00:59,12.77,41,2
04-27 17:40:49,3.24,51,1
04-27 17:51:05,7.42,27,1
04-27 17:56:55,10.63,33,1
04-27 17:37:02,9.68,46,2
04-27 17:56:35,14.66,33,1
04-27 17:52:23,15.06,60,1
04-27 17:57:30,11.80,29,1
04-27 17:47:38,9.72,41,1
04-27 17:54:25,10.63,39,1
04-27 17:55:01,9.85,28,1
04-27 17:46:14,12.56,35,1
04-27 17:31:21,9.60,39,1
04-27 17:41:10,10.17,50,1
04-27 17:40:02,10.87,41,1
04-27 17:42:23,2.39,53,1
04-27 17:44:28,10.91,51,1
04-27 17:34:05,12.54,46,1
04-27 17:40:19,16.50,34,1
04-27 17:32:52,11.34,50,1
04-27 17:35:11,11.25,53,2
04-27 17:33:50,11.93,26,1
04-27 17:36:22,14.99,29,1
04-27 17:27:31,6.62,38,1
04-27 17:31:35,8.44,27,2
04-27 17:19:02,7.69,36,2
04-27 17:28:23,5.93,26,2
04-27 17:25:15,5.92,43,1
04-27 17:25:49,12.41,37,1
04-27 17:27:57,14.51,33,2
04-27 17:20:54,9.61,38,1
04-27 17:17:54,17.61,43,1
04-27 17:21:48,9.45,39,1
04-27 17:19:06,10.81,23,1
04-27 17:22:29,14.95,42,1
04-27 17:12:44,16.37,30,1
04-27 17:11:58,14.65,36,2
04-27 17:06:11,5.84,29,2
04-27 17:16:56,13.47,38,2
04-27 17:12:07,13.59,32,1
04-27 17:07:10,7.96,21,2
04-27 17:09:49,15.38,36,1
04-27 17:08:37,15.45,29,1
04-27 17:10:25,13.33,46,1
04-27 17:02:42,14.38,27,1
04-27 17:05:04,12.92,38,1
04-27 17:07:40,15.94,20,1
04-27 17:06:32,14.29,32,1
04-27 17:03:30,12.84,33,1
04-27 17:03:17,20.25,31,1
04-27 16:59:25,15.87,25,1
04-27 17:00:04,15.15,33,1
04-27 16:46:07,12.17,51,1
04-27 16:53:41,10.47,27,1
04-27 16:50:32,10.59,37,1
04-27 16:51:46,17.27,26,2
04-27 16:43:29,6.15,30,1
04-27 16:42:48,9.00,23,2
04-27 16:35:11,17.07,32,2
04-27 16:43:57,13.30,25,1
04-27 16:35:13,15.26,30,2
04-27 16:38:02,16.14,51,2
04-27 16:15:02,1.43,27,2
04-27 16:28:03,7.27,29,2
04-27 16:38:09,17.64,36,1
04-27 16:25:34,8.41,30,1
04-27 16:27:02,12.03,31,1
04-27 16:29:59,17.72,48,1
04-27 16:15:56,7.65,29,1
04-27 16:19:52,17.72,36,1
04-27 16:04:47,16.14,24,2
04-27 16:13:45,9.08,40,1
04-27 16:13:12,13.98,35,1
04-27 16:10:25,16.20,54,1
04-27 16:10:57,14.71,36,1
04-27 16:06:43,8.66,53,1
04-27 16:03:06,12.25,36,1
04-27 15:58:07,11.75,26,1
04-27 15:54:51,14.66,38,2
04-27 15:57:36,17.35,30,1
04-27 15:50:57,14.90,35,2
04-27 15:50:12,21.17,30,1
04-27 15:34:13,13.18,43,2
04-27 15:44:52,14.52,34,1
04-27 15:01:49,0.81,26,1
04-27 15:34:08,11.69,33,1
04-27 15:30:21,9.20,42,2
04-27 15:27:34,12.07,23,1
04-27 15:26:05,8.39,53,1
04-27 15:21:01,5.07,43,1
04-27 15:16:22,15.17,25,1
04-27 15:10:11,24.37,44,1
04-27 15:09:20,15.60,43,1
04-27 15:10:01,14.95,33,1
04-27 15:02:46,9.45,42,1
04-27 14:44:38,13.12,39,2
04-27 14:49:17,8.93,71,1
04-27 14:52:29,15.14,43,2
04-27 14:45:08,15.29,25,2
04-27 14:26:14,10.84,32,1
04-27 14:22:53,12.21,34,1
04-27 14:11:21,12.66,40,1
04-27 14:21:50,16.53,31,1
04-27 14:08:37,16.44,53,1
04-27 14:17:21,18.10,36,1
04-27 14:10:59,8.62,31,2
04-27 14:00:18,18.28,37,1
04-27 14:04:10,9.21,41,2
04-27 13:55:59,15.70,25,1
04-27 13:50:27,9.19,31,1
04-27 13:52:06,6.52,55,1
04-27 13:34:31,11.34,35,1
04-27 13:37:47,6.89,56,1
04-27 13:11:58,2.67,60,1
04-27 13:24:56,15.09,34,1
04-27 13:21:49,11.20,35,1
04-27 13:17:58,10.91,24,1
04-27 13:10:27,9.04,43,1
04-27 13:13:26,10.90,20,1
04-27 13:18:23,12.17,34,1
04-27 13:06:38,8.44,36,1
04-27 12:54:34,19.27,31,1
04-27 12:58:20,19.79,32,2
04-27 12:51:29,6.20,42,1
04-27 12:48:33,11.78,23,2
04-27 12:37:39,6.62,57,1
04-27 12:46:22,10.43,25,2
04-27 12:35:24,13.16,38,2
04-27 12:36:31,6.52,38,1
04-27 12:23:11,13.78,28,2
04-27 12:21:38,6.36,61,1
04-27 12:15:35,8.70,21,2
04-27 12:05:20,14.51,67,2
04-27 12:06:02,20.88,24,2
04-27 12:03:19,12.87,35,2
04-27 11:50:43,13.18,37,2
04-27 11:51:24,14.44,36,1
04-27 11:52:54,15.31,21,1
04-27 11:22:20,10.93,24,1
04-27 11:42:28,19.93,29,2
04-27 11:43:54,11.65,41,2
04-27 11:23:49,3.33,29,1
04-27 11:35:12,5.76,49,2
04-27 11:18:35,3.81,43,1
04-27 11:21:19,9.44,30,1
04-27 11:22:08,12.97,33,1
04-27 11:13:35,11.71,28,1
04-27 11:10:33,10.47,28,2
04-27 10:59:53,9.70,29,2
04-27 11:00:11,13.60,50,1
04-27 10:46:14,5.18,51,2
04-27 10:49:55,17.30,25,1
04-27 10:49:30,14.38,59,1
04-27 10:42:24,15.40,46,2
04-27 10:39:45,14.86,40,1
04-27 10:27:26,10.98,28,1
04-27 10:30:02,7.35,64,1
04-27 10:15:48,9.80,26,1
04-27 10:20:56,16.06,34,1
04-27 10:24:01,10.78,42,1
04-27 10:11:48,9.26,38,1
04-27 10:04:43,8.33,32,2
04-27 10:04:10,9.39,31,1
04-27 10:07:21,9.19,30,1
04-27 10:08:14,6.62,29,1
04-27 09:58:08,10.38,37,2
04-27 09:55:42,13.90,35,1
04-27 09:55:43,12.13,31,2
04-27 09:52:05,7.02,30,1
04-27 09:56:06,4.14,39,1
04-27 09:48:30,12.33,31,1
04-27 09:52:56,9.48,34,1
04-27 09:39:15,18.31,33,1
04-27 09:41:48,13.07,45,1
04-27 09:46:09,17.07,50,1
04-27 09:35:14,8.18,42,2
04-27 09:32:22,6.23,44,2
04-27 09:35:57,16.76,53,1
04-27 09:30:17,12.54,27,2
04-27 09:30:46,8.54,41,1
04-27 09:27:09,13.91,25,2
04-27 09:10:01,14.11,30,2
04-27 09:24:18,17.51,35,1
04-27 09:22:06,10.74,28,1
04-27 09:27:28,20.78,37,1
04-27 09:20:42,9.95,67,1
04-27 09:21:55,16.18,30,2
04-27 09:24:50,11.56,29,2
04-27 09:22:15,13.26,23,1
04-27 09:18:42,12.72,32,1
04-27 09:20:46,14.99,51,1
04-27 09:08:56,13.01,29,1
04-27 08:59:15,5.96,34,1
04-27 09:03:16,19.79,38,2
04-27 09:12:54,18.87,31,1
04-27 09:11:29,11.90,42,1
04-27 09:02:48,20.99,37,1
04-27 09:03:05,14.68,32,1
04-27 08:48:22,11.03,46,1
04-27 08:52:59,13.05,32,2
04-27 08:57:41,20.15,23,1
04-27 08:58:23,19.59,30,1
04-27 08:50:29,13.58,29,2
04-27 08:54:40,20.65,30,1
04-27 08:37:23,10.82,30,2
04-27 08:55:16,9.61,70,1
04-27 08:45:24,14.33,32,2
04-27 08:53:31,13.49,24,1
04-27 08:51:15,20.39,24,1
04-27 08:45:25,24.29,28,1
04-27 08:46:58,11.67,35,1
04-27 08:42:27,14.34,50,1
04-27 08:45:48,9.26,71,1
04-27 08:32:46,8.08,23,2
04-27 08:42:42,13.73,31,1
04-27 08:32:54,7.80,29,2
04-27 08:40:20,19.20,38,1
04-27 08:38:44,21.66,29,1
04-27 08:27:08,16.49,26,1
04-27 08:34:02,14.92,27,1
04-27 08:36:02,14.14,40,1
04-27 08:32:04,11.76,33,2
04-27 08:25:29,9.46,32,2
04-27 08:29:58,13.54,25,2
04-27 08:28:15,16.96,30,1
04-27 08:25:29,12.96,27,3
04-27 08:24:12,17.60,46,1
04-27 08:22:52,12.14,23,1
04-27 08:25:51,11.81,33,1
04-27 08:07:18,9.23,37,2
04-27 08:21:20,14.95,21,1
04-27 08:21:09,9.93,29,2
04-27 08:17:12,15.28,26,1
04-27 08:17:19,19.94,23,1
04-27 08:06:29,12.22,29,1
04-27 08:13:20,12.81,50,1
04-27 08:08:53,17.73,26,1
04-27 07:57:36,10.97,55,1
04-27 08:04:36,27.30,44,1
04-27 07:50:53,11.46,51,2
04-27 08:00:12,20.59,29,2
04-27 07:48:33,18.07,30,1
04-27 07:46:23,12.56,25,1
04-27 07:39:56,12.50,57,2
04-27 07:50:17,10.73,25,1
04-27 07:40:28,20.74,32,1
04-27 07:48:12,23.18,30,2
04-27 07:37:17,13.54,31,1
04-27 07:37:06,15.81,31,1
04-27 07:32:30,9.32,27,1
04-27 07:28:26,13.66,33,1
04-27 07:33:38,9.42,62,1
04-27 07:30:09,18.68,49,1
04-27 07:24:29,17.60,35,1
04-27 07:25:19,19.39,38,2
04-27 07:14:00,11.87,23,2
04-27 07:10:04,17.50,25,1
04-27 07:07:00,10.08,40,1
04-27 07:03:04,21.50,26,1
04-27 06:55:13,13.73,24,1
04-27 06:43:54,11.27,32,1
04-27 06:41:36,22.37,28,2
04-27 06:41:00,18.89,28,1
04-27 06:23:35,13.76,35,2
04-27 06:04:58,24.45,51,1
04-27 05:34:26,11.12,31,2
04-27 03:58:54,8.04,26,1
04-27 01:59:56,13.91,40,1
04-27 00:36:13,14.11,34,1
04-27 00:05:36,10.55,21,1
04-26 23:49:52,10.46,20,1
04-26 23:33:18,24.57,53,1
04-26 23:06:14,8.25,27,2
04-26 23:01:04,21.17,32,1
04-26 22:43:33,13.12,25,1
04-26 22:33:15,12.20,24,2
04-26 22:28:30,10.86,23,1
04-26 22:14:55,13.19,40,1
04-26 22:09:35,5.86,23,2
04-26 21:57:45,4.18,52,1
04-26 22:01:12,17.95,30,1
04-26 21:39:04,4.34,20,1
04-26 21:15:36,11.24,48,1
04-26 21:32:38,15.11,33,1
04-26 21:22:19,8.60,29,2
04-26 21:12:42,17.51,22,1
04-26 20:39:00,10.07,29,1
04-26 20:57:54,13.43,28,2
04-26 20:50:50,12.89,27,1
04-26 20:49:10,9.58,25,2
04-26 20:40:22,10.83,37,1
04-26 20:38:21,8.84,28,2
04-26 20:31:17,5.17,47,1
04-26 20:25:09,8.49,53,2
04-26 20:24:06,12.33,35,2
04-26 20:22:14,10.08,51,1
04-26 20:11:03,11.50,37,2
04-26 20:12:34,9.78,38,2
04-26 20:11:49,9.71,28,2
04-26 20:11:50,15.23,30,1
04-26 20:06:13,13.29,43,1
04-26 19:42:49,14.64,32,1
04-26 19:57:44,13.48,35,1
04-26 19:49:59,11.99,29,1
04-26 19:47:09,12.78,26,1
04-26 19:48:18,13.40,33,1
04-26 19:49:34,12.95,24,1
04-26 19:39:35,26.19,59,1
04-26 19:34:03,19.59,27,2
04-26 19:19:54,13.09,26,1
04-26 19:36:24,18.59,36,1
04-26 19:28:17,13.18,33,2
04-26 19:26:10,11.06,31,3
04-26 19:22:53,13.87,28,1
04-26 19:23:37,15.86,31,1
04-26 19:18:32,16.70,31,1
04-26 19:08:48,10.20,31,1
04-26 19:12:58,11.69,27,2
04-26 19:01:59,14.77,36,1
04-26 19:08:40,21.31,23,1
04-26 19:11:00,13.47,30,1
04-26 18:56:39,12.22,31,1
04-26 19:02:27,20.55,37,1
04-26 19:03:19,17.18,23,1
04-26 18:43:35,17.46,28,2
04-26 18:58:44,16.14,25,1
04-26 18:52:53,7.46,36,1
04-26 18:50:37,15.77,28,1
04-26 18:53:07,12.15,32,2
04-26 18:50:03,19.81,26,2
04-26 18:33:11,18.83,33,1
04-26 18:45:38,18.05,27,1
04-26 18:44:59,13.81,33,2
04-26 18:40:58,10.15,30,2
04-26 18:23:43,13.68,30,1
04-26 18:36:53,13.00,45,1
04-26 18:10:22,11.36,30,1
04-26 18:35:37,22.27,23,2
04-26 18:32:19,9.97,33,2
04-26 18:25:45,12.53,32,1
04-26 18:29:42,13.09,35,1
04-26 18:30:30,12.80,36,1
04-26 18:23:12,11.66,33,1
04-26 18:23:38,8.96,38,1
04-26 18:15:22,8.10,45,1
04-26 18:24:26,13.95,30,1
04-26 18:16:45,10.44,34,1
04-26 18:19:15,9.90,34,1
04-26 17:54:29,11.68,36,1
04-26 18:10:24,8.55,26,1
04-26 18:08:14,12.50,33,2
04-26 18:12:12,19.10,31,1
04-26 18:01:09,10.82,31,1
04-26 18:10:57,19.40,30,2
04-26 18:01:56,13.31,38,1
04-26 18:06:57,12.21,31,2
04-26 18:03:27,14.89,44,1
04-26 17:48:14,12.77,55,2
04-26 17:46:54,13.95,30,2
04-26 18:01:45,16.10,37,1
04-26 17:48:03,12.20,32,1
04-26 17:51:39,9.24,39,1
04-26 17:59:31,17.23,42,1
04-26 17:45:48,16.99,41,1
04-26 17:49:28,10.55,47,2
04-26 17:47:31,9.88,26,2
04-26 17:55:38,24.22,26,2
04-26 17:44:00,8.85,26,2
04-26 17:55:29,14.01,35,1
04-26 17:26:05,11.81,33,1
04-26 17:38:41,10.77,42,1
04-26 17:44:45,10.53,42,1
04-26 17:40:19,11.43,49,1
04-26 17:43:04,18.14,39,2
04-26 17:32:50,5.50,30,1
04-26 17:46:52,17.13,20,1
04-26 17:39:04,11.33,50,2
04-26 17:42:43,8.26,60,2
04-26 17:37:50,12.84,38,2
04-26 17:37:02,15.62,31,1
04-26 17:26:01,15.86,30,2
04-26 17:30:07,11.63,29,1
04-26 17:29:35,18.48,34,1
04-26 17:21:55,17.65,45,1
04-26 17:29:31,13.79,47,3
04-26 17:34:00,11.77,39,1
04-26 17:29:55,14.67,34,2
04-26 17:19:00,7.81,27,2
04-26 17:16:06,13.49,34,1
04-26 17:20:02,16.07,37,2
04-26 17:24:19,12.54,32,1
04-26 17:09:57,12.16,50,2
04-26 17:16:26,13.35,35,1
04-26 17:13:14,18.46,61,1
04-26 17:14:04,8.35,21,2
04-26 17:12:18,14.88,44,1
04-26 17:08:52,17.72,52,2
04-26 17:15:16,20.49,53,1
04-26 17:10:45,17.99,36,1
04-26 16:51:21,12.04,28,2
04-26 17:04:31,13.99,28,2
04-26 17:02:40,21.40,50,1
04-26 17:06:14,9.57,50,1
04-26 17:04:35,17.41,33,1
04-26 15:04:49,0.86,35,1
04-26 16:58:15,13.84,33,1
04-26 17:02:02,12.04,28,1
04-26 17:00:28,14.53,29,1
04-26 16:42:44,10.13,62,2
04-26 16:51:52,5.01,36,2
04-26 16:57:37,19.37,31,1
04-26 16:51:30,13.21,39,1
04-26 16:35:05,13.75,39,1
04-26 16:44:26,14.04,36,3
04-26 16:41:10,8.81,39,1
04-26 16:38:02,9.03,55,1
04-26 16:35:04,2.40,27,1
04-26 16:39:39,12.70,30,1
04-26 16:34:09,11.44,62,1
04-26 16:28:55,13.01,52,1
04-26 16:17:53,9.11,51,1
04-26 16:19:25,14.26,37,1
04-26 16:22:37,10.00,34,1
04-26 16:23:38,19.15,35,1
04-26 16:10:46,9.08,27,2
04-26 16:10:16,12.67,33,2
04-26 16:01:39,9.66,44,3
04-26 16:05:11,12.96,58,1
04-26 16:06:04,13.67,27,1
04-26 15:35:44,10.25,40,2
04-26 15:58:53,13.97,39,1
04-26 15:58:18,17.80,62,1
04-26 15:55:29,18.33,40,1
04-26 15:53:50,14.38,24,1
04-26 15:42:32,17.10,32,2
04-26 15:39:38,18.01,28,1
04-26 14:53:49,2.66,52,1
04-26 15:32:54,12.88,36,1
04-26 15:30:15,17.72,58,1
04-26 15:34:01,19.12,48,1
04-26 15:16:56,7.98,51,1
04-26 15:22:54,10.78,43,1
04-26 15:21:03,13.67,40,1
04-26 15:12:14,13.25,43,1
04-26 15:10:11,10.66,23,1
04-26 15:06:15,8.95,24,1
04-26 14:53:09,13.53,23,1
04-26 14:56:40,8.65,25,1
04-26 14:55:04,13.62,58,3
04-26 14:51:57,15.58,34,2
04-26 14:43:16,11.33,27,1
04-26 14:41:04,14.70,37,1
04-26 14:35:03,15.70,29,1
04-26 14:33:48,12.50,38,1
04-26 14:29:35,28.20,37,1
04-26 14:20:27,10.14,34,1
04-26 13:54:16,15.36,43,1
04-26 13:58:06,16.93,36,1
04-26 13:50:26,10.05,42,2
04-26 12:26:04,0.59,30,2
04-26 13:29:45,7.13,41,1
04-26 13:32:31,11.42,24,2
04-26 13:28:31,10.50,56,1
04-26 13:23:56,15.17,33,2
04-26 13:11:02,19.15,31,1
04-26 13:15:00,14.91,55,2
04-26 13:07:17,16.49,32,1
04-26 13:05:34,22.24,31,1
04-26 12:46:56,9.36,32,1
04-26 12:15:48,4.95,25,2
04-26 12:44:34,16.37,34,1
04-26 12:43:57,16.76,31,1
04-26 12:41:05,17.55,26,1
04-26 12:36:03,11.51,39,2
04-26 12:28:29,9.98,47,1
04-26 12:27:31,15.98,34,2
04-26 12:06:33,12.15,27,1
04-26 12:15:17,14.65,33,1
04-26 12:07:41,12.05,29,1
04-26 11:48:01,2.07,28,1
04-26 12:07:02,13.56,30,1
04-26 11:35:06,9.80,24,1
04-26 11:43:55,7.01,30,2
04-26 11:50:43,13.37,41,1
04-26 11:29:23,4.62,25,2
04-26 11:40:52,8.44,37,1
04-26 11:37:37,12.97,38,2
04-26 11:27:57,13.68,46,1
04-26 11:28:40,10.61,42,2
04-26 10:59:33,3.06,30,1
04-26 11:06:21,11.15,27,1
04-26 11:12:08,11.53,53,1
04-26 11:02:27,12.78,37,1
04-26 10:57:50,19.58,28,1
04-26 10:48:07,4.49,50,1
04-26 10:52:41,11.91,26,3
04-26 10:46:43,17.06,61,1
04-26 10:34:46,16.34,35,1
04-26 10:20:37,13.81,27,2
04-26 10:26:55,11.86,53,2
04-26 10:26:34,8.19,45,1
04-26 10:06:21,15.79,32,1
04-26 10:17:07,11.82,30,1
04-26 10:14:12,13.67,24,1
04-26 10:11:25,16.93,34,1
04-26 10:10:27,14.57,55,1
